doc_id,source_file,category,year,text
11th_three_year_interim_plan_2007_2010__chunk000,11th_three_year_interim_plan_2007_2010,plan,2007,"Unofficial Translation Three Year Interim Plan (2007/08 – 2009/10) Government of Nepal National Planning Commission Singhadurbar, Kathmandu, Nepal December 2007 Kathmandu, Nepal Message Fifty years of planned development have been completed in Nepal. Although ten periodic plans have been implemented during th is period, many aspects of economic and social sectors have still remained backward fr om the perspective of development. Due to reasons like limited availability of resources, th irty years of restrictive political environment and a decade long conflict, the development process has not been able to move ahead at the expected speed. I believe that the obstacles encountered by the past Plans will not be repeated in the implementation of this Interim Plan, as it has been formulated after the end of the conflict and at the time of u nprecedented political consensus. This Three Year Interim Plan has internalized the desires for development expressed by the Nepalese people through people’s struggles and movements of the past. In addition to this, the National Planning Commission has made an effort to incorporate the suggestions received from discussions, interactions and consultations at different levels and places and with different groups. The Plan also takes into considerat ion the directives given by the National Development Council. This Plan, the first one after the epochal political change in the country, has set the goal of reducing poverty, increasing employment and making people feel perceptible positive changes. For the attainment of the objective s, the Plan has adopted strategies such as giving emphasis to relief, rehabilitation and reintegration; achieving pro-poor and sustainable economic growth rate; increasing investments in physical infrastructure; carrying out inclusive development and targeted development programs; and emphasizing social development, which will make people feel improvements in governance. The private and cooperative sectors will have important roles in the overall economic activities of the country whereas investments from the government sector will be directed mainly to relief, rehabilitation and reconstruction, development of physical infrastructure, and poverty alleviation. In this Interim Plan, special programs for disadvantaged groups including persons with disability, women, Dalit, Adibasi Janajati, Madhesi, Muslim community, and disadvantaged regions have been formulated. From this, I believe, there will be proper representation of all the groups, regions and communities in the mainstream of the development of the country and will also help foster a sense of belongingness. For the attainment of the goal of this Plan, I have ho ped that there will be active cooperation of all including the general public in all aspects of development. Finally, I thank all the individuals involved in the task of formulating the Three Year Interim Plan, and believe that this Plan will provide important contribution in the task of the development of the country. December 2007 (Girija Prasad Koirala) Prime-Minister and Chairman, National Planning Commission Acknowledgments We express our gratitude to the Legi slative Parliament Committees and the Members, the ministries, departments and other agencies of the Government of Nepal, political parties, Federation of District Development Committees, Federation of Village Development Commi ttees and the representatives of Municipality Association, various communities, NGOs, civil societies/social workers, intellectuals, representatives of the professional organizations, Madhesi, Muslim community, persons with disab ility, youth, Adibasi Janajati, and representatives of Dalit organizati ons, representatives from women’s organizations, laborers, represent atives of peasants’ organization and representatives from the industry and commerce sector, In the same way, we express gratitude to all the members of the National Development Council for providing us invaluable suggestions and guidelines in the process of preparing the Approach Paper of the Plan and the Main Document. We would also like to thank former vicechairmen and members of the National Planning Commission for providing contributions in the preparation of the Plan document. We express our appreciations to friendly countries and development assistance agencies for their notable co operation at different stages of plan formulation process. All staff of the National Planning Commission’s Secretariat, who labored hard in preparing this Plan, deserve special thanks. We also express appreciation to the efforts of all experts and individuals who contributed in the formulation of the Plan by being involved in the various task forces constituted for the preparation of the Plan. December 2007 The National Planning Commission Preface After a long people’s struggle and the Historic People’s Movement, 2006, there exists a special opportunity to establish long-term peace in the country. The current transitional period will end after t he election of the Constituent Assembly, formulation of the Constitution and the formation of the national government after the national election. As all these processe s will take some time, this Three Year Plan has been prepared instead of another five-year plan, for the implementation of the development activities in a plann ed manner till then. The Plan brought into implementation from the FY 2007/08, w ill endeavor to address the aspirations expressed by the Nepalese people through the People’s Movement, to institutionalize different agreements reached at the political level, and to address issues highlighted through the Interim Constitution and Minimum Common Program o f the Interim Government. This Interim Plan, prepared at the current special situation of the country, takes lessons from the shortfalls and deficiencies of the past, and gives continuity to the past achievements, an d tries to move forward the post-conflict transitional phase in a planned manner. These matters have been reflected both in the formulation process of this Plan and the concepts and priorities of the Plan. For the first time, in the history of Ne pal’s plan formulation process the NPC reached 70 VDCs of all the five development regions, for direct observations of the field condition, for interactions with the people, and for soliciting suggestions from the general public. In a similar manner, suggestions have been collected at the central level from political parties, different professional groups, organizations, and civil societies through interaction programs. In view of the special condition after the conflict, this Plan has given special emphasis on increasing the public investment to provide relief, increase employment opportunities and peace establishment as well as reconstruction, rehabilitation, and reintegration, and the revival of the economy. Special attention has been given to the women, Dalit, Adibasi Janjati, the Madhesi community, low-income groups, and extremely remote areas including Karnali, which so far have been excluded from the economic , social and regional development processes of the country. In order to provide relief to the general public including the destitute and deprived groups and to bring improvements in their social and economic conditions, this Plan has adopted special policy and program. The Plan gives continuity to the reforms initiated during the Tenth Plan and to the incomplete projects. Moreover, policies which address the desires and needs of the general public in the changed context, have been incorporated. It is not possible for a short-term Plan to completely end poverty, backwardness, and economic and social im balances by dismantling deep-rooted traditional feudal thinking and systems. Ho wever, utilizing opportunities arising from internal and external possibilities a nd assistance, this Plan has focused all possible efforts, by clearly indicating pr iorities, for providing immediate relief, create employment opportunities, prom ote sustainable peace and goodwill, and lay a foundation for a Prosperous, Modern and Just Nepal. The Plan has adopted policies to move the development process forward by utilizing such opportunities as the continuity of the su ccessful programs of poverty reduction strategy, commitment towards MDG, and opportunities created after getting WTO membership, and trade relations and industrial development of the neighboring China and India. The historical declarations made by the Legislative Parliament in accordance with the feelings expres sed by the people in the People’s Movement and the political level agreements thereafter, the state responsibilities, guiding principles and policies stated in the Interim Constitution, and the common minimum program of the Interim Government have been taken as the guiding documents for the formulation of the Plan. The objec tives, targets, strategies, policies and programs of this Plan were formulated on the basis of a long-term vision. December 2007 The National Planning Commission The National Planning Commission Rt. Honorable Prime Minister Mr. Girija Prasad Koirala Chairman Honorable Dr. Jagadish Chandra Pokharel Vice-Chairman Honorable Dr. Pushpa Raj Rajkarnikar Member Honorable Ms. Indira Shrestha Member Honorable Dr. Posh Raj Pandey Member Honorable Dr. Chaitanya Subba Member Honorable Mr. Rama Kant Gauro Tharu Member Honorable Mr. Bhim Prasad Neupane Member Honorable Mr. Deependra Bahadur Kshetry Member Honorable Prof. Maheshwor Man Shrestha Member Chief Secretary Dr. Bhoj Raj Ghimire Ex-Officio Member Finance Secretary Mr. Vidyadhar Mallik Ex-Officio Member Dr. Swoyambhu Man Amatya Member Secretary Table of Contents Part A Status Review Page Chapter 1: Background 1 Chapter 2: Review of the Tenth Plan 2 2.1 Poverty Alleviation 2 2.2 Macroeconomic Situation 2 2.3 Social Justice and Inclusion 9 2.4 Economic Development 10 2.5 Social Development 14 2.6 Infrastructure Development 17 2.7 Peace, Reconstruction/Re habilitation and Reintegration 19 2.8 Local Development, Good Governance and Decentralization 20 Chapter 3: Existing Challenges and Opportunities of the Development Process 24 3.1 Challenges 24 3.2 Opportunities 24 Chapter 4: Vision, Goal and Strategy of the Interim Plan 26 4.1 Vision 26 4.2 Goal 26 4.3 Objectives 26 4.4 Strategies 26 4.5 Priority Areas 28 4.6 Quantitative Targets 29 4.7 Major Policies 29 4.8 Economic Growth Rate and Management of Resources 33 Part B Macroeconomic Policy and Sector Plans Chapter 5: Macroeconomic Policy 41 5.1 Savings 42 5.2 Revenue 43 5.3 Foreign Aid Management 43 5.4 Public Expenditure Management 46 5.5 Inter-linkages between Periodic Plan and Annual Budget 48 5.6 Public Debt Management 51 5.7 Money, Banking and Credit 52 5.8 Agriculture, Rural Credit and Micro-finance 56 5.9 Prices 58 5.10 Foreign Exchange and Balance of Payments Situation 60 5.11 Capital Market 62 5.12 Private Sector Development 63 5.13 Disinvestment of Government Investment 66 5.14 Contractual Savings and Investment 68 5.15 Foreign Investment 69 5.16 International Relations and Economic Development 71 5.17 Insurance 72 Chapter 6: Social Justice and Inclusion 74 6.1 Human Rights 74 6.2 Inclusive Development 77 6.3 Regional Development 79 6.4 Poverty Alleviation and Employment 82 6.5 Food Security 86 6.6 Environment Management 91 Sector Plans Peace Process and Inclusive Development Chapter 7: Peace, Reconstruction, Rehabilitation and Reintegration 94 Chapter 8: Gender Mainstreaming and Inclusion 100 8.1 Empowerment of Women and Gender Equality 100 8.2 Upliftment and Development of Dalits 110 8.3 Adibasi Janajati 119 8.4 Madhesi Community Development 128 8.5 Muslim Community Development 133 8.6 Person with Disability 136 Economic Development Chapter 9: Agriculture 141 Chapter 10: Co-operatives Sector 165 Chapter 11: Land Reform and Management 175 Chapter 12: Forests and Soil Conservation 188 Chapter 13: Culture, Tourism and Civil Aviation 205 Chapter 14: Industry 219 Chapter 15: Commerce 228 Chapter 16: Supply Management 236 Chapter 17: Labor Management and Employment Promotion 245 Chapter 18: Transport Management 257 Social Development Chapter 19: Education and Sports 261 Chapter 20: Health 279 Chapter 21: Population 301 Chapter 22: Water Supply and Sanitation 307 Chapter 23: Children 316 Chapter 24: Youth 323 Chapter 25: Senior Citizens 329 Chapter 26: Natural Disaster Management 334 Chapter 27: Local Development 337 Chapter 28: Non Governmental Organizations 356 Chapter 29: Human Resource Development 362 Infrastructure Development Chapter 30: Road Transport (SRN) 365 Chapter 31: Electricity and Power 378 Chapter 32: Irrigation 390 Chapter 33: Information and Communication 402 Chapter 34: Housing and Urban Development 413 Chapter 35: Environment, Science and Technology 422 Good Governance Chapter 36: Good Governance 452 Chapter 37: Decentralization and Devolution 459 Chapter 38: Planning and Statistical System Development 467 Chapter 39: Implementation, Monitoring and Evaluation 471 Annexes 1. Process Followed in the Formulation of the Plan A-1 2. Quantitative Review of the Tenth Plan A-4 3. Policy and Result Matrix A-38 4. Maps A-276 (a) Drinking Water Development (b) Strategic Road Network Development (c) Electricity Development (d) Telephone Development 1 Chapter: 1 Background Nepal has moved forward in the dire ction of ensuring sustainable peace after the past historic movements an d the People’s Movement of 2006. At present, there is a consensus among the political powers"
11th_three_year_interim_plan_2007_2010__chunk001,11th_three_year_interim_plan_2007_2010,plan,2007,"in an unprecedented manner. The opportunity emerging after the end of a decade long conflict, enthusiasm, feelings and thoughts raised among the common people is owned as the new energy. This has created a golden opportunity to move forward in raising the living standard of the Nepa li people living in poverty, deprivation and backwardness, with strong determination to dismantling old attitudes, obsolete structures and feudal remains. The principal goal of the country now, is to take a right turn on development by institutiona lizing the historic achievements of the past movements, using such a golden opportunity. Ten periodic plans have been completed in the five decades of Nepal’s efforts on planned development. During this period, development efforts focused on different aspects like the development of physical infrastructure, regional development, fulfillment of basic needs and pover ty alleviation. As a result, there has been the construction of huge physical and social development infrastructure and a substantial change in the mutual relationship among the government, civil society and the general people. But the targets of economic growth rates set in the development plans could not be achieved and Nepal lagged behind in economic progress even in relation with the least developed countries. Policies followed in the past, failed to address the structural problems of the economy like inequitable access to productive resources and means, distributional conflict and shortfalls in good governance. Expected improvements could not be realized in the economic and social conditions of women, Dalits, Adibasi Janajati, Madhesis, Muslim community, and the residents of the Ka rnali zone. Such a situation urged conflicts and provided additional energy to it. The People’s Movement of Nepal in the past have exposed the existing structural and feudal attitudes in econom ic, social and cultural areas the legacy of classifying the Nepali people in differe nt ways, discrimination based on caste, language, culture and religion, violation of the human rights and the conditions of deprivation in social and geographical terms. These have made the people strong at the same time. The revolution of 1951 helped to initiate changes in the system of untouchability, child marria ge and the feudal system. Although there appears to be overall positive outco mes and impacts after the People’s Movement of 1990 due to the implementation of various programs in line with the changed economic and social policies, disparities have increased. During this period, the concept of inclusive dev elopment could not be comprehensively applied. But the historic struggles of the Nepalese people and the latest movement have directed the country towards a new vision in order to enhance social and economic development with inclusion covering women, Dalits, Adibasi Janajatis, Madhesis, Muslims and the people with disabilities. 2 Chapter: 2 Review of the Tenth Plan 2.1 Poverty Alleviation Some of the past plans had been implemented with poverty alleviation as the principal objective. The past experiences show that the objective of poverty alleviation might not be achieved even if t he overall economic indicators remain positive. Based on this reality, the Tent h Plan divided poverty into mainly three categories – income poverty, human poverty and social exclusion. Analyzing all these categories, the overall pover ty and human development indices have significantly improved during the past years. According to Nepal Living Standard Survey (NLSS) 2003/04, during the last eight years, the people living below the absolute poverty line, has fallen to 31 percent from 42 percent. The reasons behind this poverty reduction are: • Increased wage rate in both t he agricultural and non-agricultural sectors. • Increasing urbanization. • Increased proportion of active human resources in the population. • Inflow of huge amount of remittances. However, during this period, the Gini-coefficient which shows the inequality of income distribution has increased from 0.34 to 0.41 which indicates that the gap between the rich and the poor has increased further. Similarly, according to the Human Development Report of 2006, although the human development index of Nepal has increas ed from 0.513 in the earlier year to 0.527, Nepal still remains as the country with the least HDI in South Asia, and Nepal is placed at the 138 th position in the global human index. Millennium Development Goals (MDGs) Progress Report, 2007, has shown that the MDGs, except in primary education and HIV/AIDS, can be achieved by 2015 provided that the ec onomy becomes reform-oriented and the achievements made during the last few years could be continued. 2.2 Macroeconomic Situation 2.2.1 Economic Growth Rate In the Tenth Plan, based on an investment analysis, expected and normal projections of economic growth rate were made, considering the existing situation as well. The normal economic growth rate for the Plan period was 6.2 percent. Of this, the projected growth ra te in the agriculture sector was 4.1 percent while it was 7.5 percent in the nonagriculture sector. In the same way, if the internal security situation would impr ove only at a later stage of the Plan, the economic growth rate was expected to increase at about 4.3 percent. Of this, the annual average for agriculture was 2.8 percent, and for non-agriculture about 5.2 percent. In the FY 2002/03, the total value added was 3.4 percent. In the same way it increased to 5.1 percent in the FY 2003/04. It was 3.2 percent in the third 3 year, 3.3 percent in the fourth year a nd 2.5 percent in the fifth year. These worked out to be 3.4 percent on an average during the Plan period. This growth rate was 0.9 percent point less than the nor mal growth rate. In the same way, in the agriculture sector, the annual average growth rate remained at 2.7 percent as estimated, which was less by 0.1 percent point from the normal growth rate. In the non-agricultural sector, annual average of 3.8 percent is estimated to be the growth rate, which is less than the normal growth rate by 1.4 percent point. Of the non-agricultural sector, the su b sectors in which the growth rates are more than the normal targeted growth rate are community and social services (6.7%) and finance and real estate (5.0%). Other sub sectors had achieved growth rates less than the targeted growth rates corresponding to normal economic growth rate. It has been estimated that the annual growth rates of manufacturing, mining and quarrying wa s 1.9 percent, construction was 2.6 percent, trade, hotel and restaura nts was 1.6 percent, transport and communication was 5.4 percent, and electric ity was 6.6 percent during the Plan period. On the whole, agricultural production has not been encouraging in the first, third, fourth and fifth year of th e Plan due to unfavorable weather condition and because of the increasing conflict and unfavorable international situation the production of most of the sub-sector s of the non-agriculture sectors has been negatively impacted and hence reduced the production growth. During the Tenth Plan period, some changes have been observed in the structure of the economy. In the base year 2001/02 of the Plan, the contribution of the agricultural sector in the GDP was 37.4 percent, which was gradually reduced and reached 33.1 percent in the fifth year. Similarly, the contribution of the non-agricultural sector was 63.5 perce nt in the base year, which gradually increased and reached 66.9 percent in t he fifth year of the Plan (Annex 2, Table 2.4). In the fifth year of the Plan, among the non-agricultural sectors, contributions from transport, commerce, finance and real estate, and social services have increased slightly, whereas there has been a slight decrease in the contributions from industry, hotels and restaurants, and electricity, gas and water sectors (Annex 2, Table 2.4). 2.2.2 Consumption, Savings and Investments During the Tenth Plan period, in order to achieve the 4.3 percent of normal economic growth rate, target gros s fixed capital formation of Rs. 457.3 billion had been projected. Of this, government investment was envisaged to be Rs. 129.4 billion, and for this, the total development expenditure was worked out to be Rs. 178.4 billion. With increases of 10 to 15 percent, the overall incremental capital output ratio (ICOR) was expected to be 4.8:1. Looking at the achievem ents of the Plan period, Gross Fixed Capital Formation at the 2001/02 constant prices was Rs. 532.1 billion and the total investment has reached Rs. 565.8 billion. Of this, it was estimated that the public sector investment was only Rs. 83.8 billi on and the private sector investment Rs. 506.9 billion. 4 Looking at the trend of consumption an d savings, there is little change in the ratio of consumption to the total GDP. Similarly, the ratio of gross domestic savings to GDP was 9.5 percent in the bas e year; it decreased to 8.6 percent in the first year. But there was some improv ement in the second year and it rose to 11.8 percent. It then decreas ed to 11.6 percent in the third year and to 9.4 percent in the final year. Analyzing on the whole, during this Plan period, although there had been no considerable changes observed in domestic savings and consumption, positive changes in the gross capital fo rmation and gross domestic savings were observed. The trend of total consumpti on, savings and investment, and its ratio with GDP are given in Annex 2, Tables 2.5, 2.6, and 2.7. 2.2.3 Government Fiscal Position The Tenth Plan had estimated 277.9 bi llion for the regular expenditure and Rs. 178.4 billion for the development expenditure. The total expenditure is, thus Rs. 456.3 billion at the constant prices of FY 2001/02 for the normal economic growth rate. a. Regular expenditure During the Tenth Plan period, the regular expenditure was Rs. 281.3 billion at the constant prices of t he FY 2001/02. This comes out to be 101.2 percent of the estimated amount. The average growth rate of regular expenditure was 4.2 percent. There was 8 percent increa se in the regular expenditure in the first year. In the second year it was 2.4 percent and 7.7 percent in the third year. In the fourth year there was a negative grow th rate of 1 percent and in the fifth, it grew again by 3.6 percent (Annex 2, Table 2.8). b. Development expenditure Looking at the achievements of the Plan, the total development expenditure at constant prices of the FY 2001/02 was only Rs. 162.2 billion. This works out to be 90.9 percent of the esti mated figure. The average growth rate was 5.5 percent. In the first year of the Plan, development expenditure decreased by 12.0 percent and in the seco nd year there was some improvement and the increase was 2.5 percent. In t he same way it was 13.6 percent in the third year, 1 percent in the fourth year, and 26.1 percent in the fifth year (Annex 2, Table 2.9). Looking at the trend of the development expenditure, it is less than the target. Analyzing on the basis of economi c classification, budget allocated were 7.6 percent for agriculture, 9.7 percent for irrigation, 2. 1 percent for forestry for the normal economic growth. Among the non-agriculture sector, budget allocated were 15.9 percent for transport and communication, 1.1 percent for tourism, 0.2 percent for commerce, 0.1 percent for l abor, 1 percent for in dustry, 15.1 percent for electricity and other energy, and 2.8 percent for miscellaneous. During the review period, 6.7 pe rcent of the total development expenditure was spent on agriculture, 6.5 percent on irrigati on, and 1.6 percent on forestry. Similarly, 1.1 percent wa s spent on industry, 14.2 percent on 5 transport and communications, 14.5 percent on electricity and other energy, 13.1 percent on education, 8.3 percent on health, 7.5 percent on drinking water, and 14.7 percent on local development. In this way, during the Tenth Plan period, the expenditure on economic services was 17.9 percent, infrastructure development 29 percent and social services 47.1 percent, and administration and contingencies 6 percent (Annex 2, Table 2.10 and 2.12). c. Sources of financing development expenditure The development expenditure"
11th_three_year_interim_plan_2007_2010__chunk002,11th_three_year_interim_plan_2007_2010,plan,2007,"required to achieve the normal growth rate target is envisaged to be met through the mobilization of revenue savings of Rs. 13.4 billion (7.5%), domestic borrowings Rs . 45.3 billon (25.4%), foreign grant Rs. 51.5 billion (28.9%) and foreign loans Rs. 68.2 billion (38.2%). As regards to the achievement during the Plan period, of the total development expenditures of Rs. 162.2 billion, Rs. 5.8 billion was borne from revenue savings, Rs. 54.9 billion from domestic borrowings, 57.3 billion fr om foreign grants and Rs. 34.1 billion from foreign loan. 1. Revenue The target was to raise Rs. 291.3 billion of revenue at the FY 2001/02 constant prices during the Tenth Plan period for the normal growth rate. In the Plan period, the growth rate of re venue was 11.3 percent on an average at constant prices. Of the total revenue, tax revenue accounted for 78.2 percent and non-tax revenue 21.9 percent. The proportion of tax revenue in the revenue collection was 78 percent in the FY 2001/02. The figure gradually increased to 81.3 percent in the FY 2006/07. The non-tax revenue share was 22 percent in 2002/03 which was gradually decrease 18.7 percent in 2006/07. The main reason behind the increase in tax revenue is the increase in the proportion of VAT and excise duties (Annex 2, Table 2.15). 2. Deficit financing The Plan had the target to limit defic it financing to the extent of 21.1 percent. The deficit finance in the base year of the Plan, FY 2001/02, was 15.24 percent. For that year, the share of defic it financing was 3.3 per cent of GDP. It decreased to 2.4 percent in the first year, 1.5 percent in the second and third year, and increase to 2.6 percent in the f ourth year. And in the fifth year, this proportion had reached 2.1 percent (Annex 2, Table 2.18). 3. Foreign aid It was estimated that in the Tenth Plan, total Rs. 119.7 billion foreign grant would be mobilized of which Rs. 51.5 billion would be foreign grant and Rs. 68.2 billion would be foreign loan. During the Plan period, Rs. 91.3 billion total foreign aid at the constant prices of 2001/02 was mobilized. Of this, foreign grant was Rs. 57.3 billion and foreign loan Rs. 34.1 billion. The total foreign aid during the Plan period turned out to be 76.3 per cent of the amount envisaged under the normal economic growth rate. The difficulty in fulfilling covenants of foreign aid 6 and projects not being completed on time due to conflicts, are the major reasons for this low level of foreign aid. During the Tenth Plan period, it was estimated that 67.1 percent would be contributed from foreign aid for the normal target. It was 54.7 percent in the first year, 61.1 percent in the second year, 64.4 percent in the third year, 55.1 percent in the fourth year and 48.9 percen t in the fifth year, working out to 56.8 percent on an average for the entire Plan pe riod. The share of foreign grant in the total development expenditure was 21.2 percent in 2001/02. This gradually increased to 29.7 percent in the final year 2006/07. Similarly, the share of foreign loan in development expenditure was 24.5 percent in 2001/02. It gradually decreased to 19.2 percent in the year 2006/07. The share of foreign loan seems to have decreased specially due to hurdles in the implementation of projects financed by foreign loans and t he inability of the government to fulfill the covenants of the loan agreement (Annex 2, Table 2.20). 2.2.4 Monetary Situation During the Plan period, the targeted annual average growth rate of narrow money supply was 11.5 percent and that of broad money supply was 14.5 percent. Inflation rate was targeted to be limited within 5 percent. The actual average annual growth ratio of narrow money supply and broad money supply growth were 10.4 percent and 12.0 percent, respectively, during the Plan period. The inflation rate was 5.5 percent on an average. The growth rate of money supply has been less than the targeted figure. The major reason for this being the adoption of tight monetary policy. Even in the context of government not being able to increase development expenditure, there was some incr ease in overall investment due to liberal monetary policy which encouraged the banking sector to expand its credit to the private sector. a. Domestic credit In the Tenth Plan, the average annual increment rate of the domestic credit was estimated to be 16.2 percent. The actual increase in the Plan period was only 11.7 percent on an average. Of the total domestic credit, the growth rate of claims to the government was es timated to be 6.3 percent on an average which stood at 5.7 percent in the Plan perio d. Similarly, it was estimated that claims to the private sector would increase by 5.7 percent but it only increased by 16.8 percent. Especially due to internal conflict, the reduction in the private sector loans has occurred. The claims to the government corporations have decreased by 9.6 percent during the Plan period. b. Net foreign assets During the Tenth Plan period, the an nual growth rate of net foreign assets remained low at 8.3 percent. The reason behind reduction in the growth rate of net foreign assets is the reduction in exports and foreign capital inflows. 7 c. Time deposits In the base year of the Tenth Pl an 2001/02, time deposit was Rs. 146.8 billion. It reached to Rs. 268.6 billion in the year 2006/07. The growth rate in the time deposits has remained at 12.8 percent in the Plan period. d. Net unclassified liabilities In the base year of the Tenth Pl an 2001/02 net an unclassified liabilities were Rs. 71.8 billion. It increased ann ually on an average by 6.3 percent and reached Rs. 97.2 billion in the year 2006/07. In particular, the net unclassified liabilities have increased with high rate due to the increase in paid up capital profits of the banks. 2.2.5 Price Situation Inflation was envisaged to be limited to 5 percent during the Plan period. During the review period, in the first y ear, it was 4.8 percent, 4 percent in the second year, and 4.5 percent in the third year. It was 8 percent in fourth year and 6.3 percent in the fifth year. These work out to 5.5 percent on an average. Thus, when looked at from the classification of consumable goods, food and beverages will account for 5.3 percent, and non-food it ems and services for 5.7 percent of the inflation rate, on an average. The items with the maximum price rise under the non-food items and services are f uels, lighting and water 12.3 percent, transport and communications 9.4 percent and housing services 8.3 percent. During the Plan period, the reason behind the inflation rate to be higher than the target is the price rise in petroleum products. Price rise is also due to non-competitive behaviors like the artifi cial shortage of essential goods, cartelling, hoarding and syndicates, etc. There was been pressure on prices also due to strikes which restrict regular supplie s. As the agriculture sector is still dependent on the monsoon, there has been a tendency of increase in the prices of the agricultural products during the time of decrease in the agricultural production caused by drought or excess rainfall. 2.2.6 Foreign Trade Situation For the normal growth rate in the Tenth Plan, the target for the average growth in exports was 3.1 percent and 2. 6 percent in imports. During the Tenth Plan period, the export of goods at curre nt prices has increased by an annual average of 5.3 percent. At the FY 2001/ 02, constant prices, it has reduced by 0.2 percent. In this way, export was much less than the target. In particular, after Nepal joined WTO as a member, with the ending of the quota reservation, the export of readymade garments declined. At cu rrent prices, in the first year of the Plan, export has increased by 6.4 percent in the first year, and by 8 percent in the second year. It was 8.9 percent in t he third year, 2.6 percent in the fourth year and 0.9 percent in the fifth year. Bu t, export to India, has reduced by 5.5 percent in the first year. Nevertheless, it increased by 16.5 percent and 26.5 percent respectively in the second and t he third year. In the fourth and the fifth year, the increase was 4.0 and 22.9 percent. Although exports to third countries increased by 23.8 percent in the first year. It decreased by 1.6 percent in the 8 second year, by 14.5 percent in the third year, by 1.4 per cent in the fourth year and by 1.3 percent in the fifth year. The average annual growth rate of im ports was 12.3 percent at current prices and 6.4 percent at constant pric es of the FY 2001/02. The import growth rate exceeded the targeted growth rate of the Plan. The growth rate of import from India was very high. In the first year of the Plan, the import from India increased by 25.3 percent at current prices, by 11.0 percent in the second year, 12.6 percent in the third year, by 20.8 percent in the fourth year and by 9.9 percent in the fifth year. The growth rates of imports from the other third countries, were 5.2 percent in the first year, 7.7 percent in the second year, 5.7 in the third year, 9.6 percent in the fourth year and 11 percent in the fifth year. Thus, the overall trade deficit increa sed at the annual average rate of 16.7 percent. In the base year, FY 2001/02, the prop ortion of trade to India in the total trade was 54.8 and 45.2 percent to other th ird countries. But the proportion of trade to India gradually increases to 63. 2 percent in FY 2006/07 (Annex 2, Table 2.26 and 2.27). 2.2.7 Balance of Payments In the base year, FY 2001/02, of the Tenth Plan, the current account savings was Rs. 18.2 billion, which was increased by 14.0 percent on an average and reached Rs. 35 billion in 2006/07. The balance of payments savings in the base year was Rs. 3.3 billion but it turned to a deficit in the first year by Rs. 4.4 billion and Rs. 16 billion in the second. However, there was savings of Rs. 5.74 billion, Rs. 25.7 billion and Rs. 5.9 billion, re spectively in the third, fourth and fifth year. In the Plan period, there was a negative growth rate in service income (net). This situation arose due to a notabl e increase in service payments. This further led to the increase in the negative balance between the trade and service sector, by 21.1 percent. The transfer inco me (net), has increased at an annual rate of 13.6 percent during the Plan period. Under the transfer income, remittance of the private sector has incr eased by 16.1 percent. As regards to the capital accounts, there had been a decline in the foreign direct investment in flow. Foreign loans had declined at an annual rate of 3.4 percent on an average. The principal repayment has increased on an average by 5.7 percent (Annex 2, Table 2.32). 2.2.8 Foreign Exchange Reserve The Tenth Plan had targeted to limit t he current account deficits within 3 percent of GDP and to maintain the fore ign exchange reserve for the import of goods and services at least for six months . At the end of the base year of the Plan, 2002 July, the foreign exchange reserve was sufficient to import goods and services for 10.5 months. This changed to 9 months for the first year, 9.7 months for the second year, and 8.8 months for t he third year. The figures for the fourth and fifth year reached 9.6 months and 8. 5 months, respectively"
